[Saturday/June 08/06/2024 19:40:24] /home/mha/Videos/Udemy - React - The Complete Guide 2023 (incl. React Router & Redux) 2023-11/02 - JavaScript Refresher/001 Module Introduction.mp4 | length=109.952 | time=1.9716666666667
[Tuesday/June 11/06/2024 16:34:53] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/none.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:34:54] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/odf.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:34:55] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/package-x-generic.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:34:56] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/podcast.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:34:57] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-calendar.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:34:58] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-csharp.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:34:59] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-css.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:00] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-csv.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:01] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-directory.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:02] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-dockerfile.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:03] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-enriched.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:04] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-html.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:05] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-markdown.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:06] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-mathml.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:07] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-plain.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:08] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-rdf+xml.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:09] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-rdf.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:10] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-rtf.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:11] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-rust.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:12] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-sgml.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:13] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-troff.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:14] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-vcalendar.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:15] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-vnd.abc.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:17] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-vnd.trolltech.linguist.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:18] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-vnd.wap.wml.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:19] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-wiki.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:20] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-adasrc.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:21] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-apport.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:22] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-authors.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:23] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-bibtex.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:24] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-c++hdr.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:25] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-c++src.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:26] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-changelog.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:27] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-chdr.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:28] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-cmake.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:29] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-copying.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:30] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-credits.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:31] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-csharp.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:32] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-csrc.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:33] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-dtd.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:34] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-generic.svapplication-x-awk.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:35] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-generic.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:36] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-gettext-translation.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:37] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-go.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:38] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-haskell.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:39] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-hex.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:40] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-install.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:41] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-java-source.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:42] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-java.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:43] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-javascript.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:44] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-katefilelist.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:45] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-kotlin.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:46] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-ldif.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:47] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-lilypond.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:48] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-log.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:49] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-lua.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:50] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-makefile.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:51] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-markdown.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:52] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-nfo.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:53] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-objchdr.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:54] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-objcsrc.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:55] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-opml+xml.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:56] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-opml.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:57] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-pascal.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:58] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-patch.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:35:59] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-plain.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:00] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-po.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:01] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-python.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:02] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-python3.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:03] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-qml.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:04] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-r.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:05] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-readme.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:06] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-rpm-spec.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:07] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-rust.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:09] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-scala.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:10] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-script.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:11] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-sql.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:12] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-tcl.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:13] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-tex.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:14] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-texinfo.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:15] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-vcard.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:16] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-x-xslfo.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:17] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-xmcd.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:18] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/text-xml.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:19] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/unknown.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:20] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/uri-mms.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:21] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/uri-mmst.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:22] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/uri-pnm.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:23] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/uri-rtspt.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:24] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/uri-rtspu.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:25] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/video-mlt-playlist.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:26] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/video-mp2t.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:27] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/video-mp4.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:28] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/video-vivo.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:29] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/video-vnd.rn-realvideo.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:30] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/video-wavelet.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:31] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/video-webm.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:32] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/video-x-anim.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:33] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/video-x-flic.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:34] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/video-x-flv.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:35] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/video-x-generic.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:36] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/video-x-google-vlc-plugin.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:37] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/video-x-javafx.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:38] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/video-x-matroska.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:39] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/video-x-mng.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:40] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/video-x-ms-wmp.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:41] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/video-x-ms-wmv.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:42] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/video-x-msvideo.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:43] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/video-x-ogm+ogg.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:44] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/video-x-theora+ogg.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:45] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/video-x-wmv.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:46] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/viewbib.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:47] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/viewdvi.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:48] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/viewhtml.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:49] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/viewpdf.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:50] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/viewps.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:51] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/virtualbox-hdd.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:52] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/virtualbox-ova.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:53] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/virtualbox-ovf.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:54] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/virtualbox-vbox-extpack.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:56] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/virtualbox-vbox.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:57] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/virtualbox-vdi.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:58] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/virtualbox-vhd.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:36:59] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/virtualbox-vmdk.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:00] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/vnd.ms-publisher.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:01] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/x-kde-nsplugin-generated.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:02] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/x-mail-distribution-list.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:03] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/x-media-podcast.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:04] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/x-office-address-book.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:05] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/x-office-calendar.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:06] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/x-office-contact.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:07] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/x-office-document.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:08] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/x-office-drawing.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:09] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/x-office-presentation.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:10] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/mimetypes/x-office-spreadsheet.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:11] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/certificate-server.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:12] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/desktop.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:13] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/document-multiple.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:14] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/favorites.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:15] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-activities.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:16] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-bookmark.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:17] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-cloud.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:18] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-development.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:19] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-documents.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:20] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-download.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:21] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-downloads.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:22] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-dropbox.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:23] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-favorites.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:24] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-games.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:25] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-gdrive.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:26] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-html.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:27] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-image-people.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:28] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-image.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:29] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-images.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:30] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-important.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:31] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-locked.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:32] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-mail.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:33] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-music.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:34] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-network.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:35] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-onedrive.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:36] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-open.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:37] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-owncloud.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:38] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-picture.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:40] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-pictures.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:41] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-print.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:42] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-public.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:43] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-publicshare.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:44] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-remote.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:45] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-root.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:46] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-script.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:47] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-sound.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:48] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-tar.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:49] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-temp.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:50] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-templates.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:51] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-text.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:52] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-txt.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:53] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-unlocked.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:54] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-video.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:55] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder-videos.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:56] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:57] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/folder_html.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:37:58] /home/mha/.local/share/icons/PlasmaXDark/32x32@2x/places/inode-directory.svg | length=0 | time=0
